																
CAMPANA ÓPTIMA BÁSICA MURAL	ANCHO		FONDO 800				FONDO 1000				FONDO 1200					
		N.º FILTROS	REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO				
9/9 1/2 cv 	1500	3	CELWMM9121580	1.556,81 €			CELWMM9121510	1.653,09 €			CELWMM9121512	1.790,13 €			CELWMM9121514	1.975,70 €
9/9 1/3 cv 	1700	3	CELWMM9131780	1.613,40 €			CELWMM9131710	1.728,36 €			CELWMM9131712	1.870,04 €			CELWMM9131714	2.054,25 €
9/9 1/2 cv 	1700	3	CELWMM9121780	1.627,40 €			CELWMM9121710	1.742,36 €			CELWMM9121712	1.884,04 €			CELWMM9121714	2.068,25 €
9/9 3/4 cv 	1700	3	CELWMM9341780	1.651,40 €			CELWMM9341710	1.766,36 €			CELWMM9341712	1.908,04 €			CELWMM9341714	2.092,25 €
9/9 1/3 cv 	2000	4	CELWMM9132080	1.770,31 €			CELWMM9132010	1.878,51 €			CELWMM9132012	2.026,47 €			CELWMM9132014	2.220,14 €
9/9 1/2 cv 	2000	4	CELWMM9122080	1.784,31 €			CELWMM9122010	1.892,51 €			CELWMM9122012	2.040,47 €			CELWMM9122014	2.234,14 €
9/9 3/4 cv 	2000	4	CELWMM9342080	1.808,31 €			CELWMM9342010	1.916,51 €			CELWMM9342012	2.064,47 €			CELWMM9342014	2.258,14 €
9/9 1/2 cv 	2200	4	CELWMM9122280	1.855,08 €			CELWMM9122210	1.964,54 €			CELWMM9122212	2.129,26 €			CELWMM9122214	2.334,28 €
9/9 3/4 cv 	2200	4	CELWMM9342280	1.879,08 €			CELWMM9342210	1.988,54 €			CELWMM9342212	2.153,26 €			CELWMM9342214	2.358,28 €
9/9 1/2 cv 	2400	4	CELWMM9122480	2.173,83 €			CELWMM9122410	2.318,40 €			CELWMM9122412	2.519,07 €			CELWMM9122414	2.743,05 €
9/9 3/4 cv 	2400	4	CELWMM9342480	2.197,83 €			CELWMM9342410	2.342,40 €			CELWMM9342412	2.543,07 €			CELWMM9342414	2.767,05 €
9/9 1/2 cv 	2500	5	CELWMM9122580	1.987,91 €			CELWMM9122510	2.133,07 €			CELWMM9122512	2.290,83 €			CELWMM9122514	2.492,15 €
9/9 3/4 cv 	2500	5	CELWMM9342580	2.011,91 €			CELWMM9342510	2.157,07 €			CELWMM9342512	2.314,83 €			CELWMM9342514	2.516,15 €
2 x 9/9 1/2 cv	2700	5	CELWMM9122780	2.877,48 €			CELWMM9122710	3.042,05 €			CELWMM9122712	3.271,55 €			CELWMM9122714	3.543,95 €
2 x 9/9 3/4 cv	2700	5	CELWMM9342780	2.925,48 €			CELWMM9342710	3.090,05 €			CELWMM9342712	3.319,55 €			CELWMM9342714	3.591,95 €
10/10 1 cv T	2700	5	CELWMM1012780	2.439,28 €			CELWMM1012710	2.603,85 €			CELWMM1012712	2.833,35 €			CELWMM1012714	3.105,75 €
2 x 9/9 1/2 cv	2900	5	CELWMM9122980	2.951,31 €			CELWMM9122910	3.137,08 €			CELWMM9122912	3.374,65 €			CELWMM9122914	3.639,90 €
2 x 9/9 3/4 cv	2900	5	CELWMM9342980	2.999,31 €			CELWMM9342910	3.185,08 €			CELWMM9342912	3.422,65 €			CELWMM9342914	3.687,90 €
10/10 1 cv T	2900	5	CELWMM1012980	2.513,11 €			CELWMM1012910	2.698,88 €			CELWMM1012912	2.936,45 €			CELWMM1012914	3.201,70 €
2 x 9/9 1/2 cv	3000	6	CELWMM9123080	2.995,07 €			CELWMM9123010	3.177,46 €			CELWMM9123012	3.426,99 €			CELWMM9123014	3.709,07 €
2 x 9/9 3/4 cv	3000	6	CELWMM9343080	3.043,07 €			CELWMM9343010	3.225,46 €			CELWMM9343012	3.474,99 €			CELWMM9343014	3.757,07 €
10/10 1 cv T	3000	6	CELWMM1013080	2.556,87 €			CELWMM1013010	2.739,26 €			CELWMM1013012	2.988,79 €			CELWMM1013014	3.270,87 €
2 x 9/9 1/2 cv	3200	6	CELWMM9123280	3.068,89 €			CELWMM9123210	3.272,49 €			CELWMM9123212	3.530,09 €			CELWMM9123214	3.805,01 €
2 x 9/9 3/4 cv	3200	6	CELWMM9343280	3.116,89 €			CELWMM9343210	3.320,49 €			CELWMM9343212	3.578,09 €			CELWMM9343214	3.853,01 €
2 x 9/9 1/2 cv	3400	6	CELWMM9123480	3.136,24 €			CELWMM9123410	3.355,99 €			CELWMM9123412	3.614,80 €			CELWMM9123414	3.894,16 €
2 x 9/9 3/4 cv	3400	6	CELWMM9343480	3.184,24 €			CELWMM9343410	3.403,99 €			CELWMM9343412	3.662,80 €			CELWMM9343414	3.942,16 €
2 x 9/9 1/2 cv	3500	7	CELWMM9123580	3.230,33 €			CELWMM9123510	3.429,80 €			CELWMM9123512	3.696,57 €			CELWMM9123514	3.983,82 €
2 x 9/9 3/4 cv	3500	7	CELWMM9343580	3.278,33 €			CELWMM9343510	3.477,80 €			CELWMM9343512	3.744,57 €			CELWMM9343514	4.031,82 €
2 x 9/9 1/2 cv	3600	6	CELWMM9123680	3.487,47 €			CELWMM9123610	3.699,24 €			CELWMM9123612	3.987,96 €			CELWMM9123614	4.279,41 €
2 x 9/9 3/4 cv	3600	6	CELWMM9343680	3.535,47 €			CELWMM9343610	3.747,24 €			CELWMM9343612	4.035,96 €			CELWMM9343614	4.327,41 €
2 x 9/9 1/2 cv	3700	7	CELWMM9123780	3.297,67 €			CELWMM9123710	3.513,31 €			CELWMM9123712	3.781,27 €			CELWMM9123714	4.072,97 €
2 x 9/9 3/4 cv	3700	7	CELWMM9343780	3.345,67 €			CELWMM9343710	3.561,31 €			CELWMM9343712	3.829,27 €			CELWMM9343714	4.120,97 €
2 x 9/9 1/2 cv	3900	7	CELWMM9123980	3.408,96 €			CELWMM9123910	3.660,86 €			CELWMM9123912	3.986,82 €			CELWMM9123914	4.339,51 €
2 x 9/9 3/4 cv	3900	7	CELWMM9343980	3.456,96 €			CELWMM9343910	3.708,86 €			CELWMM9343912	4.034,82 €			CELWMM9343914	4.387,51 €
2 x 9/9 1/2 cv	4000	8	CELWMM9124080	3.450,06 €			CELWMM9124010	3.656,30 €			CELWMM9124012	3.927,66 €			CELWMM9124014	4.225,94 €
2 x 9/9 3/4 cv	4000	8	CELWMM9344080	3.498,06 €			CELWMM9344010	3.704,30 €			CELWMM9344012	3.975,66 €			CELWMM9344014	4.273,94 €
																
CAMPANA LOW MONOBLOCK CENTRAL	ANCHO		FONDO 1400				FONDO 1800				FONDO 2200				FONDO 2500	
MOTOR		N.º FILTROS	REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO
10/10 1 T	1200	4	CELWMC1011214	2.204,67 €			CELWMC1011218	2.313,62 €			CELWMC1011222	2.563,19 €			CELWMC1011225	2.773,61 €
10/10 1 T	1500	6	CELWMC1011514	2.443,98 €			CELWMC1011518	2.598,49 €			CELWMC1011522	2.883,36 €			CELWMC1011525	3.124,14 €
10/10 1 T	1700	6	CELWMC1011714	2.539,36 €			CELWMC1011718	2.735,42 €			CELWMC1011722	3.023,05 €			CELWMC1011725	3.276,35 €
10/10 1 T	2000	8	CELWMC1012014	2.828,11 €			CELWMC1012018	3.017,01 €			CELWMC1012022	3.303,79 €			CELWMC1012025	3.591,26 €
10/10 1 T	2200	8	CELWMC1012214	2.898,80 €			CELWMC1012218	3.092,09 €			CELWMC1012222	3.408,81 €			CELWMC1012225	3.703,35 €
10/10 1 T	2400	8	CELWMC1012414	3.417,52 €			CELWMC1012418	3.692,55 €			CELWMC1012422	4.029,70 €			CELWMC1012425	4.385,13 €
10/10 1 T	2500	10	CELWMC1012514	3.154,34 €			CELWMC1012518	3.428,82 €			CELWMC1012522	3.715,59 €			CELWMC1012525	4.062,09 €
10/10 1 T	2700	10	CELWMC1012714	4.353,69 €			CELWMC1012718	4.693,55 €			CELWMC1012722	5.040,70 €			CELWMC1012725	5.465,24 €
2 x 10/10 1 T	2900	10	CELWMC1012914	4.455,71 €			CELWMC1012918	4.842,58 €			CELWMC1012922	5.198,79 €			CELWMC1012925	5.637,65 €
2 x 10/10 1 T	3000	12	CELWMC1013014	4.578,59 €			CELWMC1013018	4.961,37 €			CELWMC1013022	5.335,82 €			CELWMC1013025	5.785,28 €
2 x 10/10 1 T	3200	12	CELWMC1013214	4.680,61 €			CELWMC1013218	5.110,40 €			CELWMC1013222	5.493,92 €			CELWMC1013225	5.957,68 €
2 x 10/10 1 T	3400	12	CELWMC1013414	4.769,35 €			CELWMC1013418	5.235,23 €			CELWMC1013422	5.615,21 €			CELWMC1013425	6.089,70 €
2 x 10/10 1 T	3500	14	CELWMC1013514	4.978,63 €			CELWMC1013518	5.407,03 €			CELWMC1013522	5.794,74 €			CELWMC1013525	6.306,90 €
2 x 10/10 1 T	3600	12	CELWMC1013614	5.312,82 €			CELWMC1013618	5.770,56 €			CELWMC1013622	6.162,00 €			CELWMC1013625	6.695,75 €
2 x 10/10 1 T	3700	14	CELWMC1013714	5.067,36 €			CELWMC1013718	5.531,86 €			CELWMC1013722	5.916,03 €			CELWMC1013725	6.484,79 €
2 x 10/10 1 T	3900	14	CELWMC1013914	5.221,14 €			CELWMC1013918	5.765,53 €			CELWMC1013922	6.254,57 €			CELWMC1013925	6.821,59 €
2 x 10/10 1 T	4000	16	CELWMC1014014	5.346,84 €			CELWMC1014018	5.798,42 €			CELWMC1014022	6.176,70 €			CELWMC1014025	6.719,52 €
																
CAMPANA LOW MONOBLOCK 400º/2H	ANCHO		FONDO 800				FONDO 1000				FONDO 1200				FONDO 1400	
MOTOR		N.º FILTROS	REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO
9/9 3/4 cv 400º/2h	1000	2	CELWM4M1080	2.113,22 €			CELWM4M1010	2.181,01 €			CELWM4M1012	2.284,50 €			CELWM4M1014	2.437,63 €
9/9 3/4 cv 400º/2h	1200	2	CELWM4M1280	2.195,24 €			CELWM4M1210	2.272,60 €			CELWM4M1212	2.385,21 €			CELWM4M1214	2.541,73 €
9/9 3/4 cv 400º/2h	1500	3	CELWM4M1580	2.319,85 €			CELWM4M1510	2.416,13 €			CELWM4M1512	2.553,17 €			CELWM4M1514	2.738,74 €
9/9 3/4 cv 400º/2h	1700	3	CELWM4M1780	2.390,44 €			CELWM4M1710	2.505,40 €			CELWM4M1712	2.647,08 €			CELWM4M1714	2.831,29 €
9/9 3/4 cv 400º/2h	2000	4	CELWM4M2080	2.547,35 €			CELWM4M2010	2.655,55 €			CELWM4M2012	2.803,51 €			CELWM4M2014	2.997,18 €
9/9 3/4 cv 400º/2h	2200	4	CELWM4M2280	2.618,12 €			CELWM4M2210	2.727,58 €			CELWM4M2212	2.892,30 €			CELWM4M2214	3.097,32 €
9/9 3/4 cv 400º/2h	2400	4	CELWM4M2480	2.936,87 €			CELWM4M2410	3.081,44 €			CELWM4M2412	3.282,11 €			CELWM4M2414	3.506,09 €
9/9 3/4 cv 400º/2h	2500	5	CELWM4M2580	2.750,95 €			CELWM4M2510	2.896,11 €			CELWM4M2512	3.053,87 €			CELWM4M2514	3.255,19 €
9/9 3/4 cv 400º/2h	2700	5	CELWM4M2780	3.068,52 €			CELWM4M2710	3.233,09 €			CELWM4M2712	3.462,59 €			CELWM4M2714	5.070,03 €
9/9 3/4 cv 400º/2h	2900	5	CELWM4M2980	4.477,39 €			CELWM4M2910	4.663,16 €			CELWM4M2912	4.900,73 €			CELWM4M2914	5.165,98 €
9/9 3/4 cv 400º/2h	3000	6	CELWM4M3080	4.521,15 €			CELWM4M3010	4.703,54 €			CELWM4M3012	4.953,07 €			CELWM4M3014	5.235,15 €
2 x 9/9 3/4 cv 400º/2h	3200	6	CELWM4M3280	4.594,97 €			CELWM4M3210	4.798,57 €			CELWM4M3212	5.056,17 €			CELWM4M3214	5.331,09 €
2 x 9/9 3/4 cv 400º/2h	3400	6	CELWM4M3480	4.662,32 €			CELWM4M3410	4.882,07 €			CELWM4M3412	5.140,88 €			CELWM4M3414	5.420,24 €
2 x 9/9 3/4 cv 400º/2h	3500	7	CELWM4M3580	4.756,41 €			CELWM4M3510	4.955,88 €			CELWM4M3512	5.222,65 €			CELWM4M3514	5.509,90 €
2 x 9/9 3/4 cv 400º/2h	3600	6	CELWM4M3680	5.013,55 €			CELWM4M3610	5.225,32 €			CELWM4M3612	5.514,04 €			CELWM4M3614	5.805,49 €
2 x 9/9 3/4 cv 400º/2h	3700	7	CELWM4M3780	4.823,75 €			CELWM4M3710	5.039,39 €			CELWM4M3712	5.307,35 €			CELWM4M3714	5.599,05 €
2 x 9/9 3/4 cv 400º/2h	3900	7	CELWM4M3980	4.935,04 €			CELWM4M3910	5.186,94 €			CELWM4M3912	5.512,90 €			CELWM4M3914	5.865,59 €
2 x 9/9 3/4 cv 400º/2h	4000	8	CELWM4M4080	4.976,14 €			CELWM4M4010	5.182,38 €			CELWM4M4012	5.453,74 €			CELWM4M4014	5.752,02 €
																
																
MÓDULOS RETENEDORES																
																
																
MÓDULO BÁSICO MURAL	ANCHO		FONDO 570													
		N.º FILTROS	REFERENCIA	PRECIO												
	1000	2	CEMDBM10	776,08 €												
	1200	2	CEMDBM12	846,11 €												
	1500	3	CEMDBM15	967,15 €												
	1700	3	CEMDBM17	1.041,95 €												
	2000	4	CEMDBM20	1.160,90 €												
	2200	4	CEMDBM22	1.209,48 €												
	2400	4	CEMDBM24	1.544,02 €												
	2500	5	CEMDBM25	1.334,54 €												
	2700	5	CEMDBM27	1.673,85 €												
	2900	5	CEMDBM29	1.752,70 €												
	3000	6	CEMDBM30	1.786,10 €												
	3200	6	CEMDBM32	1.864,95 €												
	3400	6	CEMDBM34	1.935,70 €												
	3500	7	CEMDBM35	1.989,55 €												
	3600	6	CEMDBM36	2.241,93 €												
	3700	7	CEMDBM37	2.060,30 €												
	3900	7	CEMDBM39	2.159,54 €												
	4000	8	CEMDBM40	2.173,60 €												
	4200	8	CEMDBM42	2.222,96 €												
	4400	8	CEMDBM44	2.270,76 €												
	4500	9	CEMDBM45	2.355,99 €												
	4600	8	CEMDBM46	2.646,45 €												
	4700	9	CEMDBM47	2.403,79 €												
	4900	9	CEMDBM49	2.758,70 €												
	5000	10	CEMDBM50	2.520,88 €												
	5100	9	CEMDBM51	2.829,45 €												
	5200	10	CEMDBM52	2.890,00 €												
	5400	10	CEMDBM54	2.942,75 €												
	5500	11	CEMDBM55	3.002,25 €												
	5600	10	CEMDBM56	2.990,55 €												
	5700	11	CEMDBM57	3.073,00 €												
	5900	11	CEMDBM59	3.100,19 €												
	6000	12	CEMDBM60	3.186,30 €												
																
																
MÓDULO BÁSICO CENTRAL	ANCHO		FONDO 940													
		N.º FILTROS	REFERENCIA	PRECIO												
	1200	4	CEMDBC12	1.398,10 €												
	1500	6	CEMDBC15	1.620,48 €												
	1700	6	CEMDBC17	1.709,93 €												
	2000	8	CEMDBC20	1.907,68 €												
	2200	8	CEMDBC22	1.914,14 €												
	2400	8	CEMDBC24	2.418,92 €												
	2500	10	CEMDBC25	2.143,81 €												
	2700	10	CEMDBC27	2.658,88 €												
	2900	10	CEMDBC29	2.756,43 €												
	3000	12	CEMDBC30	2.863,68 €												
	3200	12	CEMDBC32	2.961,23 €												
	3400	12	CEMDBC34	3.042,58 €												
	3500	14	CEMDBC35	3.170,28 €												
	3600	12	CEMDBC36	3.439,74 €												
	3700	14	CEMDBC37	3.251,63 €												
	3900	14	CEMDBC39	3.359,40 €												
	4000	16	CEMDBC40	3.438,08 €												
	4200	16	CEMDBC42	3.446,10 €												
	4400	16	CEMDBC44	3.451,00 €												
	4500	18	CEMDBC45	3.691,71 €												
	4600	16	CEMDBC46	4.089,08 €												
	4700	18	CEMDBC47	3.696,61 €												
	4900	18	CEMDBC49	4.293,88 €												
	5000	20	CEMDBC50	3.910,33 €												
	5100	18	CEMDBC51	4.375,23 €												
	5200	20	CEMDBC52	4.495,88 €												
	5400	20	CEMDBC54	4.561,68 €												
	5500	22	CEMDBC55	4.700,68 €												
	5600	20	CEMDBC56	4.566,58 €												
	5700	22	CEMDBC57	4.782,03 €												
	5900	22	CEMDBC59	4.715,15 €												
	6000	24	CEMDBC60	4.968,48 €												
																
																
MÓDULO INTEGRAL MURAL	ANCHO		FONDO 570													
		N.º FILTROS	REFERENCIA	PRECIO												
	1000	2	CEMDIM10	896,73 €												
	1200	2	CEMDIM12	979,51 €												
	1500	3	CEMDIM15	1.136,25 €												
	1700	3	CEMDIM17	1.225,60 €												
	2000	4	CEMDIM20	1.380,20 €												
	2200	4	CEMDIM22	1.440,33 €												
	2400	4	CEMDIM24	1.810,82 €												
	2500	5	CEMDIM25	1.595,69 €												
	2700	5	CEMDIM27	1.976,35 €												
	2900	5	CEMDIM29	2.069,75 €												
	3000	6	CEMDIM30	2.124,30 €												
	3200	6	CEMDIM32	2.217,70 €												
	3400	6	CEMDIM34	2.303,00 €												
	3500	7	CEMDIM35	2.377,95 €												
	3600	6	CEMDIM36	2.642,13 €												
	3700	7	CEMDIM37	2.463,25 €												
	3900	7	CEMDIM39	2.574,04 €												
	4000	8	CEMDIM40	2.612,20 €												
	4200	8	CEMDIM42	2.673,11 €												
	4400	8	CEMDIM44	2.732,46 €												
	4500	9	CEMDIM45	2.836,44 €												
	4600	8	CEMDIM46	3.147,15 €												
	4700	9	CEMDIM47	2.895,79 €												
	4900	9	CEMDIM49	3.295,10 €												
	5000	10	CEMDIM50	3.043,18 €												
	5100	9	CEMDIM51	3.380,40 €												
	5200	10	CEMDIM52	3.462,00 €												
	5400	10	CEMDIM54	3.529,35 €												
	5500	11	CEMDIM55	3.609,95 €												
	5600	10	CEMDIM56	3.588,70 €												
	5700	11	CEMDIM57	3.695,25 €												
	5900	11	CEMDIM59	3.730,99 €												
	6000	12	CEMDIM60	3.844,20 €												
																
																
MÓDULO INTEGRAL CENTRAL	ANCHO		FONDO 940													
		N.º FILTROS	REFERENCIA	PRECIO												
	1200	2	CEMDIC12	1.525,14 €												
	1500	3	CEMDIC15	1.803,27 €												
	1700	3	CEMDIC17	1.909,92 €												
	2000	4	CEMDIC20	2.183,61 €												
	2200	4	CEMDIC22	2.189,82 €												
	2400	4	CEMDIC24	2.710,73 €												
	2500	5	CEMDIC25	2.480,59 €												
	2700	5	CEMDIC27	3.004,68 €												
	2900	5	CEMDIC29	3.118,62 €												
	3000	6	CEMDIC30	3.266,98 €												
	3200	6	CEMDIC32	3.380,92 €												
	3400	6	CEMDIC34	3.480,28 €												
	3500	7	CEMDIC35	3.664,78 €												
	3600	6	CEMDIC36	3.896,32 €												
	3700	7	CEMDIC37	3.764,14 €												
	3900	7	CEMDIC39	3.861,54 €												
	4000	8	CEMDIC40	4.027,66 €												
	4200	8	CEMDIC42	4.035,28 €												
	4400	8	CEMDIC44	4.040,10 €												
	4500	9	CEMDIC45	4.340,39 €												
	4600	8	CEMDIC46	4.688,98 €												
	4700	9	CEMDIC47	4.345,21 €												
	4900	9	CEMDIC49	4.951,29 €												
	5000	10	CEMDIC50	4.621,62 €												
	5100	9	CEMDIC51	5.050,65 €												
	5200	10	CEMDIC52	5.246,53 €												
	5400	10	CEMDIC54	5.314,17 €												
	5500	11	CEMDIC55	5.508,84 €												
	5600	10	CEMDIC56	5.318,98 €												
	5700	11	CEMDIC57	5.608,20 €												
	5900	11	CEMDIC59	5.522,67 €												
	6000	12	CEMDIC60	5.871,72 €												
																
																
MÓDULO MONOBLOCK MURAL	ANCHO		FONDO 570													
MOTOR		N.º FILTROS	REFERENCIA	PRECIO												
9/9 1/3 cv 	1000	2	CEMDMM10913	1.208,34 €												
9/9 1/3 cv 	1200	2	CEMDMM12913	1.265,76 €												
9/9 1/2 cv 	1200	2	CEMDMM12912	1.280,11 €												
9/9 1/3 cv 	1500	3	CEMDMM15913	1.365,01 €												
9/9 1/2 cv 	1500	3	CEMDMM15912	1.379,36 €												
9/9 1/3 cv 	1700	3	CEMDMM17913	1.426,35 €												
9/9 1/2 cv 	1700	3	CEMDMM17912	1.440,70 €												
9/9 3/4 cv 	1700	3	CEMDMM17934	1.465,30 €												
9/9 1/3 cv 	2000	4	CEMDMM20913	1.523,89 €												
9/9 1/2 cv 	2000	4	CEMDMM20912	1.538,24 €												
9/9 3/4 cv 	2000	4	CEMDMM20934	1.562,84 €												
9/9 1/2 cv 	2200	4	CEMDMM22912	1.578,07 €												
9/9 3/4 cv 	2200	4	CEMDMM22934	1.602,67 €												
9/9 1/2 cv 	2400	4	CEMDMM24912	1.852,40 €												
9/9 3/4 cv 	2400	4	CEMDMM24934	1.877,00 €												
9/9 1/2 cv 	2500	5	CEMDMM25912	1.680,62 €												
9/9 3/4 cv 	2500	5	CEMDMM25934	1.705,22 €												
2 x 9/9 1/2 cv	2700	5	CEMDMM272912	2.545,16 €												
2 x 9/9 3/4 cv	2700	5	CEMDMM272934	2.594,36 €												
10/10 1 cv T	2700	5	CEMDMM27101	2.096,00 €												
2 x 9/9 1/2 cv	2900	5	CEMDMM292912	2.609,81 €												
2 x 9/9 3/4 cv	2900	5	CEMDMM292934	2.659,01 €												
10/10 1 cv T	2900	5	CEMDMM29101	2.160,66 €												
2 x 9/9 1/2 cv	3000	6	CEMDMM302912	2.637,20 €												
2 x 9/9 3/4 cv	3000	6	CEMDMM302934	2.686,40 €												
10/10 1 cv T	3000	6	CEMDMM30101	2.188,05 €												
2 x 9/9 1/2 cv	3200	6	CEMDMM322912	2.701,86 €												
2 x 9/9 3/4 cv	3200	6	CEMDMM322934	2.751,06 €												
2 x 9/9 1/2 cv	3400	6	CEMDMM342912	2.759,87 €												
2 x 9/9 3/4 cv	3400	6	CEMDMM342934	2.809,07 €												
2 x 9/9 1/2 cv	3500	7	CEMDMM352912	2.804,03 €												
2 x 9/9 3/4 cv	3500	7	CEMDMM352934	2.853,23 €												
2 x 9/9 1/2 cv	3600	6	CEMDMM362912	3.010,98 €												
2 x 9/9 3/4 cv	3600	6	CEMDMM362934	3.060,18 €												
2 x 9/9 1/2 cv	3700	7	CEMDMM372912	2.862,05 €												
2 x 9/9 3/4 cv	3700	7	CEMDMM372934	2.911,25 €												
2 x 9/9 1/2 cv	3900	7	CEMDMM392912	2.943,42 €												
2 x 9/9 3/4 cv	3900	7	CEMDMM392934	2.992,62 €												
2 x 9/9 1/2 cv	4000	8	CEMDMM402912	2.954,95 €												
2 x 9/9 3/4 cv	4000	8	CEMDMM402934	3.004,15 €												
																
																
MÓDULO MONOBLOCK CENTRAL	ANCHO		FONDO 940													
MOTOR		N.º FILTROS	REFERENCIA	PRECIO												
10/10 1 T	1200	4	CEMDMC10112	2.007,32 €												
10/10 1 T	1500	6	CEMDMC10115	2.207,46 €												
10/10 1 T	1700	6	CEMDMC10117	2.287,96 €												
10/10 1 T	2000	8	CEMDMC10120	2.465,94 €												
10/10 1 T	2200	8	CEMDMC10122	2.471,75 €												
10/10 1 T	2400	8	CEMDMC10124	2.926,05 €												
10/10 1 T	2500	10	CEMDMC10125	2.678,45 €												
10/10 1 T	2700	10	CEMDMC10127	3.891,04 €												
2 x 10/10 1 T	2900	10	CEMDMC10129	3.978,84 €												
2 x 10/10 1 T	3000	12	CEMDMC10130	4.075,36 €												
2 x 10/10 1 T	3200	12	CEMDMC10132	4.163,16 €												
2 x 10/10 1 T	3400	12	CEMDMC10134	4.236,37 €												
2 x 10/10 1 T	3500	14	CEMDMC10135	4.351,30 €												
2 x 10/10 1 T	3600	12	CEMDMC10136	4.593,82 €												
2 x 10/10 1 T	3700	14	CEMDMC10137	4.424,52 €												
2 x 10/10 1 T	3900	14	CEMDMC10139	4.521,51 €												
2 x 10/10 1 T	4000	16	CEMDMC10140	4.592,32 €												
																
																
																
MÓDULO MONOBLOCK 400º/2H MURAL	ANCHO		FONDO 570													
MOTOR		N.º FILTROS	REFERENCIA	PRECIO												
9/9 3/4 cv 400º/2h	1000	2	CEMDM4M10	2.689,37 €												
9/9 3/4 cv 400º/2h	1200	2	CEMDM4M12	2.766,40 €												
9/9 3/4 cv 400º/2h	1500	3	CEMDM4M15	2.899,55 €												
9/9 3/4 cv 400º/2h	1700	3	CEMDM4M17	2.981,83 €												
9/9 3/4 cv 400º/2h	2000	4	CEMDM4M20	3.112,67 €												
9/9 3/4 cv 400º/2h	2200	4	CEMDM4M22	3.166,11 €												
9/9 3/4 cv 400º/2h	2400	4	CEMDM4M24	3.534,10 €												
9/9 3/4 cv 400º/2h	2500	5	CEMDM4M25	3.303,67 €												
9/9 3/4 cv 400º/2h	2700	5	CEMDM4M27	5.512,60 €												
9/9 3/4 cv 400º/2h	2900	5	CEMDM4M29	5.599,33 €												
9/9 3/4 cv 400º/2h	3000	6	CEMDM4M30	5.636,07 €												
2 x 9/9 3/4 cv 400º/2h	3200	6	CEMDM4M32	5.722,81 €												
2 x 9/9 3/4 cv 400º/2h	3400	6	CEMDM4M34	5.800,63 €												
2 x 9/9 3/4 cv 400º/2h	3500	7	CEMDM4M35	5.859,87 €												
2 x 9/9 3/4 cv 400º/2h	3600	6	CEMDM4M36	6.137,48 €												
2 x 9/9 3/4 cv 400º/2h	3700	7	CEMDM4M37	5.937,69 €												
2 x 9/9 3/4 cv 400º/2h	3900	7	CEMDM4M39	6.046,85 €												
2 x 9/9 3/4 cv 400º/2h	4000	8	CEMDM4M40	6.062,32 €												
																
U.F.O.																
UFO 3000			FIUFO3000	7.721,15 €												
UFO 4000			FIUFO4000	8.202,45 €												
UFO 6000			FIUFO6000	10.993,50 €												
UFO 8000			FIUFO8000	13.498,22 €												
UFO 12000			FIUFO12000	17.128,29 €												
																
CARBOVEX																
  CARBOVEX 2000			CARBO2000	1.359,60 €												
  CARBOVEX 4000			CARBO4000	1.625,51 €												
  CARBOVEX 6000			CARBO6000	2.211,13 €												
  CARBOVEX 8000			CARBO8000	2.641,65 €												
																
OLORVEX																
  OLORVEX 4000			OLOR4000	3.461,52 €												
  OLORVEX 8000			OLOR8000	6.923,06 €												
  RECARGA OLORVEX 5 LITROS			DESOLOR5	199 €												
																
HIDROVEX																
  HIDROVEX 4000			HIDRO4000	9.584,38 €												
  HIDROVEX 6000			HIDRO6000	10.743,14 €												
  HIDROVEX 8000			HIDRO8000	11.801,65 €												
  PANTALLA TACTIL DE PROGRMACION			PANTHIDRO	1.974,23 €												
  BOMBA DOSIFICADORA			BOMDOS	327,32 €												
																
FILTROS MALLA GALVA																
  FILTRO CARBON ACTIVO	390x490x25		FIC39049010	127,32 €												
  FILTRO MALLA GALVA	390x490x25		FIM39049010	57,98 €												
  FILTRO MALLA GALVA	390x490x50		FIM39049011	70,92 €												
  FILTRO MALLA GALVA	490x490x25		FIM49049010	65,16 €												
  FILTRO MALLA GALVA	490x490x50		FIM49049011	70,92 €												
																
 FILTROS LAMAS INOX.																
  FILTRO LAMA NOX	390x490x50		FIP39049021	73,74 €												
  FILTRO LAMA INOX	490x490x50		FIP49049021	73,74 €												
																
 LUMINARIAS																
  LUMINARIA ENCASTRADA TEC. LED 600			CELUTELED600	391,11 €												
  LUMINARIA ENCASTRADA TEC. LED 1200			CELUTELED1200	391,11 €												
  LUMINARIA ENCASTRADA TEC. LED 1500			CELUTELED1500	391,11 €												
